X1	X2	X3
Trump	2016-07-27 09:33:52	As I have been saying, Crooked Hillary will approve the job killing TPP after the election, despite her statements to the contrary: top adv.
Staff	2016-07-01 13:32:19	Horrible killing of a 13 year old American girl at her home in Israel by a Palestinian terrorist. We must get tough. https://t.co/zauQ6kb9Hj
Staff	2016-02-16 12:37:08	Thank you! #MakeAmericaGreatAgain https://t.co/tIBB3BMUvp
Trump	2016-01-27 19:01:01	Just got to listen to Rush Limbaugh - the guy is fantastic!
Trump	2016-02-15 13:55:08	I will be in South Carolina all week. Saturday is BIG, BIG, BIG! Get out and vote - MAKE AMERICA GREAT AGAIN
Trump	2016-05-21 13:34:02	"""@RBacliff: Hillary wants to rip the guns out of America's hands. No guns = no protection. Get on #TrumpTrain &amp; join @NRA to stop her."""
Trump	2016-05-10 12:57:08	Why does the media, with a strong push from Crooked Hillary, keep pushing the false narrative that I want to raise taxes. Exactly opposite!
Staff	2016-07-26 19:48:08	Dems don't want to talk ISIS b/c Hillary's foreign interventions unleashed ISIS &amp; her refugee plans make it easier for them to come here.
Trump	2016-04-30 13:31:13	"The ""protesters"" in California were thugs and criminals. Many are professionals. They should be dealt with strongly by law enforcement!"
Staff	2016-04-25 22:11:06	Passing what was once a vibrant manufacturing area in Pennsylvania. So sad! #MakeAmericaGreatAgain https://t.co/RYWjgPh9Ja
Trump	2016-07-21 03:45:48	Wow, Ted Cruz got booed off the stage, didn't honor the pledge! I saw his speech two hours early but let him speak anyway. No big deal!
Trump	2016-01-28 11:38:02	"""@Davejager1: @creta_r 9 pm channel 70 CNN I will be watching Trump tonight. Want to have a person in the White House that takes no BS."""
Trump	2016-05-20 10:26:20	Crooked Hillary can't even close the deal with Bernie - and the Dems have it rigged in favor of Hillary. Four more years of this? No way!
Staff	2016-05-27 23:20:01	Wow- 25,000 in San Diego, California! Thank you!! #Trump2016 https://t.co/1NRj3zCuui
Staff	2016-06-08 20:27:28	MAKE AMERICA GREAT AGAIN! #AmericaFirst #Trump2016  https://t.co/42OpVsjXjp
Trump	2016-06-28 19:28:13	"""@kridan1: Canceled cable - sick of their bad coverage of you and the fawning over Clinton ... Listened to your great speech on YouTube"""
Trump	2016-06-28 19:20:15	"""@GovBrewer: I'll be a guest today on Making Money with @cvpayne on @ Fox Business 6 PM ET / 3 PM PT Discussing @realDonaldTrump. Tune in!"""
Staff	2016-07-23 21:20:58	The Wikileaks e-mail release today was so bad to Sanders that it will make it impossible for him to support her, unless he is a fraud!
Staff	2016-01-16 19:32:40	Wow! Ted Cruz received $487K in campaign contributions, $11M from a NY hedge fund mogul, &amp; $1M low int. loan from Goldman Sachs. Hypocrite
Trump	2016-05-15 11:13:17	Everyone is laughing at the @nytimes for the lame hit piece they did on me and women.I gave them many names of women I helped-refused to use
Trump	2016-04-09 12:02:59	"""@gene70: @realDonaldTrump The Real Person Of The Year! https://t.co/3yFUZALNVn""  Wow!"
Trump	2016-05-20 09:40:37	"I said that Crooked Hillary Clinton is ""not qualified"" to be president because she has ""very bad judgement"" - Bernie said the same thing!"
Trump	2016-05-31 16:53:58	Just finished a press conference in Trump Tower wherein I gave information on which VETERANS groups got the $5,600,000 that I raised/gave!
Trump	2016-03-24 14:17:57	"Remember when I recently said that Brussels is a ""hell hole"" and a mess and the failing @nytimes wrote a critical article. I was so right!"
Staff	2016-06-13 21:32:44	Saudi Arabia and many of the countries that gave vast amounts of money to the Clinton Foundation- cont'd: https://t.co/t31ReRSzzy
Trump	2016-07-15 14:41:20	Four more years of weakness with a Crooked Hillary Administration is not acceptable. Look what has happened to the world with O &amp; Hillary!
Trump	2016-04-24 14:05:43	"""@DiamondandSilk: .@DonaldJTrumpJr awesome job on @CNNSotu. DonaldTrump has integrity &amp; he refuses 2 play the game call ""Delegate Bribery"""
Staff	2016-07-30 00:34:52	Thank you to the amazing law enforcement officers in Colorado! #MakeAmericaGreatAgain #LESM https://t.co/glxTQYAQiN
Trump	2016-07-28 03:56:47	"""@DavidWohl: Barack is offended that @realDonaldTrump will demand that #NATO allies pay their fair share. #DemsInPhilly"""
Trump	2016-05-02 11:21:02	Gov Mike Pence has just stated that Donald Trump has taken a strong stance on Hoosier jobs, and he thanks me! I will bring back jobs to USA.
Staff	2016-05-22 14:47:45	Why do the networks continue to put dopey @BillKristol on panels when he has called every single shot about me wrong for 2 yrs?
Trump	2016-06-23 13:20:29	"ISIS threatens us today because of the decisions Hillary Clinton has made along with President Obama.""  --  Donald J. Trump"
Staff	2016-02-22 18:54:29	Thank you for your endorsement @paulteutulsr! #BikersForTrump #VoteTrumpNV Video: https://t.co/1JEdwPPCux https://t.co/56gkQTM7oc
Trump	2016-04-09 11:44:24	"""@gene70: @realDonaldTrump Fugedaboudit!!! The woman in New York love Donald Trump!!! https://t.co/ZcfT90hGEX"""
Staff	2016-07-27 19:15:42	Thank you to our amazing law enforcement officers! #MAGA https://t.co/UEZorOQhTw
Staff	2016-04-23 19:27:18	Thank you Bridgeport, Connecticut! #MakeAmericaGreatAgain #Trump2016 https://t.co/GCtTKnNq06 https://t.co/qcuDCyBzCN
Trump	2016-07-04 22:59:46	"On @FoxNews at 7:00 P.M. ""Special: Meet the Trumps"" Hope you enjoy!"
Staff	2016-02-03 20:22:46	Cruz just lied again- I am, and have been totally against #ObamaCare- repeal and replace!
Trump	2016-02-21 15:57:11	A quote was read from a parody account last night on MSNBC re: Jeb.  https://t.co/4twxJ4blje
Trump	2016-03-29 14:45:37	How come the @TODAYshow &amp; @chucktodd show the new @NBCNews Poll for Hillary vs Bernie but do not show the SAME poll where I am killing Cruz?
Trump	2016-06-09 00:54:44	I would have had many millions of votes more than Crooked Hillary Clinton except for the fact that I had 16 opponents, she had one!
Trump	2016-04-03 13:37:37	"""@Wheels155:@CNN is reviewing the week,but majority of the show about @realDonaldTrump cuz there would be 0.0 ratings if not. Media's a JOKE"
Trump	2016-04-09 02:32:07	"""@redneckgp: All you haters out there, STOP trashing the only candidate @realDonaldTrump that will put ALL OF YOU &amp; AMERICA FIRST  #trump"""
Trump	2016-08-01 13:03:02	So with all of the Obama tough talk on Russia and the Ukraine, they have already taken Crimea and continue to push. That's what I said!
Staff	2016-06-29 18:21:38	ISIS exploded on Hillary Clinton's watch- she's done nothing about it and never will. Not capable!
Staff	2016-07-30 12:57:48	We are suffering through the worst long-term unemployment in the last 70 years. I want change - Crooked Hillary Clinton does not.
Staff	2016-06-09 19:26:49	A message of condolences and support regarding the terrorist attacks in Tel Aviv:  https://t.co/iulXLEANei
Staff	2016-08-01 22:46:28	Hillary, whose decisions have led to the deaths of many, accepted $ from a business linked to ISIS. Silence at CNN. https://t.co/gJYSSXtpaz
Trump	2016-05-04 09:44:28	I would rather run against Crooked Hillary Clinton than Bernie Sanders and that will happen because the books are cooked against Bernie!
Staff	2016-06-03 16:01:47	"""I'm a former chief of police in a border town. I'm Hispanic, I'm proud to be Hispanic and I'm 100% behind Trump."" https://t.co/8YtBU7j17m"
Trump	2016-05-04 09:25:10	What a great evening we had. So interesting that Sanders beat Crooked Hillary. The dysfunctional system is totally rigged against him!
Staff	2016-02-15 17:29:40	"JEB is a hypocrite! Used massive private ""Eminent Domain"" --- Just another clueless politician!  https://t.co/yZT3lSutt9"
Trump	2016-07-29 12:51:13	"Crooked Hillary Clinton made up facts about me, and ""forgot"" to mention the many problems of our country, in her very average scream!"
Trump	2016-03-29 01:07:23	We need to secure our borders ASAP. No games, we must be smart, tough and vigilant. MAKE AMERICA GREAT AGAIN &amp; MAKE AMERICA STRONG AGAIN!
Staff	2016-07-07 01:34:20	Where is the outrage for this Disney book? Is this the 'Star of David' also?  Dishonest media! #Frozen https://t.co/4LJBpSm8xa
Trump	2016-06-07 23:52:38	I will be interviewed tonight on @seanhannity - Enjoy!  10:00 P.M.
Trump	2016-06-06 11:23:54	People like @KatyTurNBC report on my campaign, but have zero access. They say what they want without any knowledge.True of so much of media!
Staff	2016-06-17 23:55:29	The convention in Cleveland will be amazing!  https://t.co/NlF2Gcr915
Trump	2016-07-05 11:14:58	Taxpayers are paying a fortune for the use of Air Force One on the campaign trail by President Obama and Crooked Hillary. A total disgrace!
Trump	2016-03-17 13:08:55	".@WSJ Editorial says ""Clinton primary vote total is 8,646,551.Trump's is 7,533,692""-a knock. But she had only 3 opponents-I had 16.Apologize"
Trump	2016-03-24 13:40:26	"""@missi51: .@realDonaldTrump thank God is not a politician, but he's one heck of a fighter who will fight for us, the people."""
Trump	2016-03-15 23:37:47	"""@J_Styborski: @realDonaldTrump @gregens21 @BertShad @FoxNews @megynkelly Hayes is looking depressed as well. https://t.co/wUJacOm32h"""
Staff	2016-07-26 18:20:48	Thank you New Hampshire!  #MakeAmericaGreatAgain https://t.co/KRCdV77BQp
Staff	2016-06-10 16:12:13	2004 VIDEO: Pocahontas describing Crooked Hillary Clinton as a Corporate Donor Puppet. Time for change! #Trump2016  https://t.co/rZ1MqUzpKU
Staff	2016-05-28 02:48:22	.@SanDiegoPD- Fantastic job on handling the thugs who tried to disrupt our very peaceful and well attended rally. Greatly appreciated!
Staff	2016-05-01 20:06:16	.@KarlRove is a failed Jeb Bushy. Never says anything good &amp; never will, even after I beat Hillary. Shouldn't be on the air!
Staff	2016-04-02 20:19:05	Great honor to have @GOP General Counsel, #JohnRyder as a Trump delegate in TN. RNC meeting well worth it! Unifying the party!
Staff	2016-07-02 15:19:35	If I become the next POTUS- they will not be ignoring! #AmericaFirst  https://t.co/97R0cQdnGI
Trump	2016-03-23 21:12:54	While I believe I will clinch before Cleveland and get more than 1237 delegates, it is unfair in that there have been so many in the race!
Staff	2016-04-26 01:52:16	Thank you Wilkes-Barre, Pennsylvania!  #MakeAmericaGreatAgain #Trump2016  https://t.co/FJbNlidwJF
Trump	2016-07-23 10:35:37	Tim Kaine is, and always has been, owned by the banks. Bernie supporters are outraged, was their last choice. Bernie fought for nothing!
Trump	2016-05-29 22:58:27	The Republican Party has to be smart &amp; strong if it wants to win in November. Can't allow lightweights to set up a spoiler Indie candidate!
Trump	2016-04-20 00:03:37	"""@GreenSkyDeb: Look everybody, DonaldTrump will win it on the first ballot so keep praying!!! #TrumpTrain #Trump2016 #MakeAmericaGreatAgain"""
Trump	2016-07-21 14:12:45	Ted Cruz talks about the Constitution but doesn't say that if the Dems win the Presidency, the new JUSTICES appointed will destroy us all!
Trump	2016-06-04 13:11:09	The Mayor of San Jose did a terrible job of ordering the  protection of innocent people. The thugs were lucky supporters remained peaceful!
Trump	2016-07-24 11:25:06	Bernie Sanders started off strong, but with the selection of Kaine for V.P., is ending really weak. So much for a movement! TOTAL DISRESPECT
Trump	2016-05-30 11:17:04	"""@ScottWRasmussen: Donald Trump and Bikers Share Affection at Rolling Thunder Rally https://t.co/ZZl2sc29dn"" A great day in D.C.!"
Staff	2016-05-03 23:14:30	Thank you Indiana! #Trump2016 #MakeAmericaGreatAgain https://t.co/G4JlShRA6I
Trump	2016-08-05 10:39:27	The plane I saw on television was the hostage plane in Geneva, Switzerland, not the plane carrying $400 million in cash going to Iran!
Staff	2016-08-02 18:00:06	Join me in Florida tomorrow!  #MakeAmericaGreatAgain   Daytona | 3pm-  https://t.co/jbOS2s4qGI  Jacksonville | 7pm-  https://t.co/XSF1kp7R54
Trump	2016-07-27 09:50:55	The Democratic Convention has paid ZERO respect to the great police and law enforcement professionals of our country. No recognition - SAD!
Trump	2016-06-04 12:47:47	"""@rapidcraft: Here’s The HILLARY UNIVERSITY Scandal No One In The Media Is Talking About https://t.co/suHERIUHo4 @realDonaldTrump"""
Trump	2016-04-10 03:17:30	"""@jlopez05391: @realDonaldTrump Rochester loves you! See you tomorrow! #MakeAmericaGreatAgain #Trump2016 #TrumpTrain"" A big crowd!"
Staff	2016-03-30 21:17:43	Congratulations to @CNN for having the wisdom to pick TRUMP! #MakeAmericaGreatAgain #Trump2016 https://t.co/Up8DhQulZ4
Trump	2015-12-25 20:55:35	"""@deedeegop: Thank u Mr. Trump, I look forward to when u are elected next President of the United States #MakeAmericaGreatAgain. So nice!"
Staff	2016-03-31 13:48:20	The Trump Doctrine: Peace Through Strength. #Trump2016  https://t.co/2GD1TT8fXc https://t.co/tr1ILOoLUb
Trump	2016-06-24 22:12:13	"""@DarrenWaggener: @realDonaldTrump What has happened in the UK in the last 12 hours is exactly what will happen in November..vote TRUMP 2016"
Staff	2016-05-26 21:30:31	Celebrating 1237! #Trump2016  https://t.co/hPQJc7eor0
Staff	2016-04-02 19:18:14	Join me on Monday, April 4th in Milwaukee! #WIPrimary #Trump2016 Tickets: https://t.co/L0PmEwdRxn https://t.co/F7P4s6oAzN
Staff	2016-02-15 17:24:42	I'd like to call JEB a liar, but the truth is he has no clue &amp; never revealed that he used Eminent Domain- when criticizing me! (1/2)
Staff	2016-05-28 21:34:55	Does President Obama ever discuss the sneak attack on Pearl Harbor while he's in Japan? Thousands of American lives lost. #MDW
Staff	2016-06-13 21:35:30	Crooked Hillary says we must call on Saudi Arabia and other countries to stop funding hate. I am calling on- cont'd: https://t.co/T1fVcu3mEC
Staff	2016-01-16 16:11:28	Ted is the ultimate hypocrite. Says one thing for money, does another for votes.  https://t.co/hxdfy0mjVw
Trump	2016-06-26 22:09:30	Hillary Clinton is not a change agent, just the same old status quo! She is spending a fortune, I am spending very little. Close in polls!
Staff	2016-06-16 19:16:23	Join me in Houston, Texas tomorrow night at 7pm! Tickets: https://t.co/nvHRnfzEbH https://t.co/Yd3f8xLpPl
Staff	2016-03-09 07:36:16	Thank you Hawaii! #Trump2016
Staff	2016-03-08 02:47:19	Ted Cruz Was For Welcoming Syrian Refugees Before He Was Against It https://t.co/zw4o1DJgfB
Trump	2016-07-06 14:01:09	Sleepy eyes Chuck Todd, a man with so little touch for politics, is at it again.He could not have watched my standing ovation speech in N.C.
Staff	2016-08-05 20:03:29	#MakeAmericaSafeAgain https://t.co/5yuLKyh8Q6
Trump	2016-06-27 13:07:04	Crooked Hillary is wheeling out one of the least productive senators in the U.S. Senate, goofy Elizabeth Warren, who lied on heritage.
Staff	2016-03-09 01:28:43	Thank you Mississippi! #Trump2016
Trump	2016-03-20 20:41:03	Wow, President Obama just landed in Cuba, a big deal, and Raul Castro wasn't even there to greet him. He greeted Pope and others. No respect
Trump	2016-04-21 10:14:48	I will be doing the @TODAYshow with my wife, Melania, and the rest of my family in a major Town Hall. Hopefully, it will be fun! Enjoy.7A.M.
Staff	2016-04-23 16:10:15	Thank you Waterbury, Connecticut! #MakeAmericaGreatAgain #Trump2016 https://t.co/5eZ5nVQbE9 https://t.co/OoQAAKWUUq
Staff	2016-06-22 19:01:09	#Imwithyou https://t.co/iY4K7Wcw3C
Trump	2016-06-22 03:16:27	Crooked Hillary refuses to say that she will be raising taxes beyond belief! She will be a disaster for jobs and the economy!
Trump	2016-06-08 12:13:39	"""@sara_wejesa: @realDonaldTrump Great speach!!!!!!!""  Thanks!"
Staff	2016-07-02 15:19:19	Crooked Hillary -- Makes History!  #ImWithYou #AmericaFirst https://t.co/PKQhYhMmIX
Trump	2016-03-23 03:43:50	Much bigger win than anticipated in Arizona. Thank you, I will never forget!
Trump	2016-05-02 14:06:30	Everybody is talking about the protesters burning the American flags and proudly waving Mexican flags. I want America First - so do voters!
Staff	2016-07-13 22:26:20	Is Supreme Court Justice Ruth Bader Ginsburg going to apologize to me for her misconduct? Big mistake by an incompetent judge!
Staff	2016-04-16 00:59:09	Join me this weekend! #NYPrimary 4/16: SYRACUSE - NOON https://t.co/Eu43S1wJN9 4/16: WATERTOWN - 3pm https://t.co/UdOZzisJhA  #Trump2016
Trump	2016-05-18 04:03:08	"""@ShoneeP: @realDonaldTrump Trump for President! Bernie is a joke, knows nothing - and Hillary is yesterday's and today's nightmare"""
Trump	2016-02-22 12:48:30	I am in Las Vegas, at the best hotel (by far), Trump International. I will be working with my wonderful teams and volunteers to WIN Nevada!
Trump	2016-03-08 17:36:00	Mitt Romney had his chance and blew it. Lindsey Graham ran for president, got ZERO, and quit! Why are they now spokesmen against me? Sad!
Trump	2016-03-10 21:41:18	Wow, you are all correct about @FoxNews - totally biased and disgusting reporting.
Trump	2016-04-10 02:45:46	"""@Theresa_Cali: Poll shows @realDonaldTrump leads among registered Republican women with 44%. ���� https://t.co/yQmh3iSPBY"" Thank you!"
Trump	2016-02-10 03:38:27	Thank you to the people of  New Hampshire, I love you! Now, off to South Carolina.
Trump	2016-02-03 14:07:25	Many people voted for Cruz over Carson because of this Cruz fraud. Also, Cruz sent out a VOTER VIOLATION certificate to thousands of voters.
Trump	2016-02-22 13:41:13	"""@gregusp61: You really rocked them hard in S.C. Rubio and Cruz were pummled. So glad Jeb is gone! Next no liar!"""
Staff	2016-03-11 17:58:24	https://t.co/ZQ0osiFEJQ
Staff	2016-08-02 21:52:32	My daughter @IvankaTrump will be on @Greta tonight at 7pm. Enjoy! https://t.co/QySC5PLFMy
Trump	2016-07-27 09:43:16	"Funny how the failing @nytimes is pushing Dems narrative that Russia is working for me because Putin said ""Trump is a genius."" America 1st!"
Trump	2016-06-09 12:29:24	Crooked Hillary Clinton will be a disaster on jobs, the economy, trade, healthcare, the military, guns and just about all else. Obama plus!
Staff	2016-07-28 20:31:59	A vote for Clinton-Kaine is a vote for TPP, NAFTA, high taxes, radical regulation, and massive influx of refugees.
Staff	2016-06-06 14:29:47	Remembering the fallen heroes on #DDay - June 6, 1944. https://t.co/od7vsDMlHY
Trump	2016-05-22 20:44:48	The American people are sick and tired of not being able to lead normal lives and to constantly be on the lookout for terror and terrorists!
Trump	2016-06-23 03:29:50	"""@AllegrettiVicki: You have great children, future presidents...and we all see were raised right and out there for their father."" Thank you."
Staff	2016-03-29 21:19:56	Trump defends campaign manager charged for bruising a reporter: https://t.co/EKU5QMgjd4
Trump	2016-05-26 13:18:27	The Inspector General's report on Crooked Hillary Clinton is a disaster. Such bad judgement and temperament cannot be allowed in the W.H.
Trump	2015-12-20 08:21:23	"""@constant4change: Trump tops Dem candidates on Google before Dem debate https://t.co/vLi1g2Ry7z"""
Staff	2016-01-16 13:42:54	Great new numbers. Thank you!  #MakeAmericaGreatAgain #Trump2016 https://t.co/Z1lQdxQvRL https://t.co/GFYNUWWCYn
Trump	2016-07-30 22:12:36	"The ""Rust Belt"" was created by politicians like the Clintons who allowed our jobs to be stolen from us by other countries like Mexico. END!"
Trump	2016-05-25 05:45:19	"""@buiIdthewall: @realDonaldTrump high energy!"""
Trump	2016-07-29 13:59:42	"""Little"" Michael Bloomberg, who never had the guts to run for president, knows nothing about me. His last term as Mayor was a disaster!"
Staff	2016-04-20 15:03:10	Off to Indiana! #Trump2016 https://t.co/zqUdaaSaXD
Trump	2016-04-09 02:35:06	"""@lilrachiepoo: @realDonaldTrump Thank you, Mr. Trump, for your personal and financial sacrifices in this journey to #MAKEAMERICAGREATAGAIN"""
Trump	2016-04-14 03:53:59	The rules DID CHANGE in Colorado shortly after I entered the race in June because the pols and their bosses knew I would win with the voters
Trump	2016-07-23 22:05:55	Thank you to everyone for the wonderful reviews of my speech on Thursday night. From the heart!
Trump	2016-05-31 11:42:20	I have raised/given a tremendous amount of money to our great VETERANS, and have got nothing but bad publicity for doing so. Watch!
Trump	2016-05-11 10:22:54	Big wins in West Virginia and Nebraska. Get ready for November - Crooked Hillary, who is looking very bad against Crazy Bernie, will lose!
Trump	2016-06-18 17:51:08	In Las Vegas, getting ready to speak!
Trump	2016-04-03 13:40:39	"""@Margee11: #WISCONSIN VOTE SMART @tedcruz RECORDS R SEALED.. WHAT IS HE HIDING? SAVE AMERICA W/ @realDonaldTrump https://t.co/kMuAoGF99S"""
Trump	2016-06-10 12:07:49	Pocahontas is at it again! Goofy Elizabeth Warren, one of the least productive U.S. Senators, has a nasty mouth. Hope she is V.P. choice.
Trump	2016-07-23 15:36:41	Tim Kaine has been praising the Trans Pacific Partnership and has been pushing hard to get it approved. Job killer!
Staff	2016-03-04 01:29:17	Rubio puts out ad that my pilot was a drug dealer- not true, not my pilot! Guy owned helicopter company- don't think I ever even used.
Trump	2016-07-27 10:08:35	Crooked Hillary Clinton wants to flood our country with Syrian immigrants that we know little or nothing about. The danger is massive. NO!
Staff	2016-08-05 13:08:35	Hillary Clinton has bad judgment and is unfit to serve as President. https://t.co/3EzG620fpT
Staff	2016-07-13 22:22:20	Voters understand that Crooked Hillary's negative ads are not true- just like her email lies and her other fraudulent activity.
Trump	2016-02-26 07:34:58	"""@Indies4Trump: Vote Early in the #LoneStarState #SuperTuesday @realDonaldTrump will #MakeAmericaGreatAgain https://t.co/GC8kmWFxoM"""
Staff	2016-03-30 00:07:20	Final #'s just announced in the GREAT State of MO. TRUMP WINS! New certified #'s show a 365 vote increase for me- @ least 12 more delegates!
Trump	2016-05-17 04:02:45	What Barbara Res does not say is that she would call my company endlessly, and for years, trying to come back. I said no.
Staff	2016-05-06 23:16:36	Goofy Elizabeth Warren, Hillary Clinton’s flunky, has a career that is totally based on a lie. She is not Native American.
Staff	2016-06-18 02:44:21	Thank you Houston, Texas!  #AmericaFirst #Trump2016  https://t.co/593p8uRPhq
Trump	2016-07-17 04:19:05	We are going to have a great time in Cleveland. Will lead to special results for our country. We will Make America Great Again!
Staff	2016-02-08 22:21:41	#VoteTrumpNH #NHPrimary #FITN https://t.co/p4XCxNkXQO
Trump	2016-01-27 22:00:07	I will be interviewed on @oreillyfactor tonight at 8:00 P.M. (Eastern). Enjoy!
Trump	2016-06-26 03:32:05	Just landed in New York - a one night stay in Scotland. Turnberry came out magnificently. My son, Eric, did a great job - under budget!
Staff	2016-04-21 02:26:19	Thank you Maryland- what a great way to conclude the day! Will be back soon. #Trump2016 https://t.co/dNeTdMENdV https://t.co/JbJYYpEsmo
Trump	2016-07-05 12:05:46	It was great spending time with @joniernst yesterday. She has done a fantastic job for the people of Iowa and U.S. Will see her again!
Trump	2016-04-24 00:55:43	Congratulations to @seanhannity on his great ratings and ratings increase as reported by the @AP today. Amazing job!
Trump	2016-03-22 14:54:32	MAKE AMERICA GREAT AGAIN!
Trump	2016-05-10 14:03:51	It is only the people that were never asked to be VP that tell the press that they will not take the position.
Staff	2016-05-12 18:12:38	Great day in D.C. with @SpeakerRyan and Republican leadership. Things working out really well! #Trump2016 https://t.co/hfHY9MdAc7
Trump	2016-05-11 10:26:37	I don't want to hit Crazy Bernie Sanders too hard yet because I love watching what he is doing to Crooked Hillary. His time will come!
Staff	2016-04-01 19:12:58	My new radio ad, airing today in Wisconsin! See you soon! #WIPrimary #Trump2016  https://t.co/iEbcYqyk3i
Trump	2016-07-08 11:02:41	Prayers and condolences to all of the families who are so thoroughly devastated by the horrors we are all watching take place in our country
Trump	2016-03-17 10:40:53	Great news that @FoxNews has cancelled the additional debate. How many times can the same people ask the same question? I beat Cruz debating
Staff	2016-07-28 21:08:32	Great to be back in Iowa! #TBT with @JerryJrFalwell joining me in Davenport- this past winter. #MAGA https://t.co/A5IF0QHnic
Staff	2016-04-20 22:50:04	Thank you Indiana! Will be back soon! #Trump2016 #MakeAmericaGreatAgain https://t.co/pxvSL8cs3B
Trump	2016-05-19 10:27:48	Looks like yet another terrorist attack. Airplane departed from Paris. When will we get tough, smart and vigilant? Great hate and sickness!
Trump	2016-04-10 03:00:04	"""@Kids123Nicholas: @gqforbes  @RepTomMarino @realDonaldTrump.Lets get it done Philadelphia Pa.Make Trump your pick for president now."
Trump	2016-03-02 17:53:38	The special interests and people who control our politicians (puppets) are spending $25 million on misleading and fraudulent T.V. ads on me.
Trump	2016-08-03 10:23:27	Our incompetent Secretary of State, Hillary Clinton, was the one who started talks to give 400 million dollars, in cash, to Iran. Scandal!
Staff	2016-07-11 11:57:45	Join me in Westfield, Indiana- tomorrow night at 7:30pm! #Trump2016  Tickets: https://t.co/Jj9TmSEoOd https://t.co/Rq6YRHlpib
Staff	2016-01-08 22:09:20	Love seeing union &amp; non-union members alike are defecting to Trump. I will create jobs like no one else. Their #Dem leaders can’t compete!
Trump	2016-04-11 11:18:17	"""@autoprofessor17: @realDonaldTrump Great job on Fox n Friends this morning. Very well spoken and presidential. #TrumpTrain"""
Staff	2016-04-03 20:43:32	I will be in Milwaukee, Wisconsin- tomorrow at 7pmE with @MELANIATRUMP. Join us! #WIPrimary #Trump2016 https://t.co/L0PmEwdRxn
Trump	2016-05-18 00:47:01	"""@svhlevi: @DiamondandSilk @realJeffreyLord @realDonaldTrump @CNN and we love you Diamond and Silk""  I do also!"
Staff	2016-03-04 05:24:18	MY POSITION ON VISAS #MakeAmericaGreatAgain #Trump2016 https://t.co/JGmOd5gr5z https://t.co/OLg6N3Ug9U
Trump	2016-03-02 21:56:53	"""@HavBat22: @TeamCavuto #KenLangone is 100% correct #NeilCavuto. And u and the rest of u #Fox muppets refuse to HEAR HIM."" So true!"
Staff	2016-03-29 19:18:53	This was the reporters statement- when she found out there was tape from my facility, she changed her tune. https://t.co/N5815RS1At
Trump	2016-04-24 14:03:48	"""@newtgingrich: #NYPrimary turned Trump from frontrunner into presumptive #GOP nominee https://t.co/oLC7mGgnZ9 https://t.co/iNolBfFFRF"""
Trump	2016-03-20 19:39:27	"""@gamzorz:  @megynkelly Dont worry Trump, They are losing thousands of viewers and money. Roger Ailes will be telling Megyn to stop"""
Staff	2016-05-18 03:15:07	Thank you Oregon! #Trump2016  #MakeAmericaGreatAgain https://t.co/hK1yqlp9ca
Staff	2016-07-15 00:39:27	My prayers and condolences to the victims and families of the terrible tragedy in Nice, France. We are with you in every way!
Trump	2016-07-20 18:48:11	John Kasich was never asked by me to be V.P. Just arrived in Cleveland - will be a great two days!
Trump	2016-02-14 21:10:20	Wow, in the new CBS Poll I went way up into the forties! Thank you!
Trump	2016-03-18 00:37:17	Hillary Clinton has been involved in corruption for most of her professional life!
Staff	2016-03-22 19:16:42	#UtahCaucus message from @IvankaTrump! #UTCaucus #MakeAmericaGreatAgain #Trump2016 https://t.co/kHigCSUnFC
Staff	2016-07-27 22:01:40	#CrookedHillary https://t.co/lwi9gqDEHE
Staff	2016-04-04 02:16:34	A great night in West Allis, Wisconsin! Thank you! #VoteTrumpWI #WIPrimary  https://t.co/4x9gw1RhWS https://t.co/syGyqtOebs
Staff	2016-05-29 23:02:01	If dummy Bill Kristol actually does get a spoiler to run as an Independent, say good bye to the Supreme Court!
Trump	2016-07-17 12:06:18	It doesn't matter that Crooked Hillary has experience, look at all of the bad decisions she has made. Bernie said she has bad judgement!
Trump	2016-05-18 02:40:34	"""@sandrajeanne48: No way I believe Trump at 70% disapproval with women. Went to 3 rallies. At least 1/2 women. MSM LIES @TheFive"""
Staff	2016-03-02 19:54:30	My wife @MELANIATRUMP will be #OnTheRecord w/ @greta tonight at 7pmE on @FoxNews. Enjoy!  https://t.co/yxrRkJJSGG https://t.co/Trv1hj9hRI
Trump	2016-07-04 14:19:13	I look forward to meeting @joniernst today in New Jersey. She has done a great job as Senator of Iowa!
Trump	2016-02-03 13:47:33	Ted Cruz didn't win Iowa, he stole it. That is why all of the polls were so wrong and why he got far more votes than anticipated. Bad!
Staff	2016-03-03 16:09:34	On my way to see the great people of Maine. Will be landing in Portland in 2 hours. Look forward to it! #Trump2016
Trump	2016-08-02 19:07:25	President Obama will go down as perhaps the worst president in the history of the United States!
Trump	2016-05-02 10:42:59	I will be interviewed on @CNN  @NewDay  at 7:30 A.M. Enjoy!
Staff	2016-02-09 04:06:58	Thank you, New Hampshire! #FITN https://t.co/uZItWkqQZa
Staff	2016-07-09 21:22:25	New poll - thank you! #Trump2016 https://t.co/Mi87Vmw06H https://t.co/WmqvcYG4r3
Trump	2016-02-26 16:07:56	Will be at Fort Worth (Texas) Convention Center at 11:30 A.M. Big crowd - get there early! Big announcement to be made!
Staff	2016-02-23 01:37:52	Thank you Michigan! #VoteTrumpMI Trump 35% Kasich 17% Cruz 12% Rubio 12% Carson 9%  Via: ARG
